name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
LGuy 21,261187434,2552305,3586842,9319018,1,9,0,9319018,6146618,5,0,TRUE,TRUE,50254,0,TRUE,TRUE,0,0,0,2,2,0,4,1
OttoVonGens,994659641,2781844,4096661,10237076,15,10,0,10237076,6879276,5,0,TRUE,TRUE,538271,69813,TRUE,TRUE,0,0,0,4,4,0,1,1
ilekkund2,148163689,2009459,2511614,6637501,11,6,0,6637501,4528051,5,0,TRUE,TRUE,163983,85568,TRUE,TRUE,0,0,0,3,0,0,2,1
Argarax,545871634,1681046,2818936,7769351,7,9,0,7769351,4500951,5,0,TRUE,TRUE,35659,89443,TRUE,TRUE,0,0,0,1,3,0,4,1
MINI xipokemastrix,242144976,1652907,2344414,4854780,19,3,0,4854780,4014780,5,0,TRUE,TRUE,215419,189542,TRUE,TRUE,0,0,0,3,0,0,0,0
The Wall,947443938,1913809,2911916,7136183,3,8,0,7136183,4826183,5,0,TRUE,TRUE,73933,13228,TRUE,TRUE,0,0,0,4,4,0,0,0
TacoPizza,797491243,2038194,2993631,6188553,1,4,0,6188553,5033553,3,0,TRUE,TRUE,0,5536,FALSE,FALSE,0,0,0,4,,,,
Chaunce,492994246,2717437,3582130,10319967,19,12,0,10319967,6299567,5,0,TRUE,TRUE,0,264794,TRUE,TRUE,0,0,0,3,4,0,4,1
GANIC,357417789,1848162,2794802,6376388,2,6,0,6376388,4655888,5,0,TRUE,TRUE,31187,16650,TRUE,TRUE,0,0,0,2,2,2,0,0
Neeb,648797678,2330832,3322494,6896326,4,4,0,6896326,5653326,5,0,TRUE,TRUE,117301,39962,TRUE,TRUE,0,0,0,1,3,0,0,0
Dark Penguin,894569678,1760490,2337465,5200052,30,3,0,5200052,4108052,3,0,TRUE,TRUE,424625,304297,FALSE,FALSE,0,0,0,,,,3,
BabyYodaHitta,629856937,1089456,1661588,3591990,10,3,0,3591990,2751990,4,0,TRUE,TRUE,132772,94737,FALSE,FALSE,0,0,0,3,,,,
Ben8cv,331225772,2618867,3460493,7983905,13,5,0,7983905,6079405,4,0,TRUE,TRUE,249110,224257,FALSE,FALSE,0,0,0,1,,,4,
Heywood Jablowme,677183999,2759478,4026822,10329207,1,11,0,10329207,6832707,5,0,TRUE,TRUE,69467,0,TRUE,TRUE,0,0,0,3,4,0,4,0
AKB,461667365,2370867,3345133,8810504,2,10,0,8810504,5718104,5,0,TRUE,TRUE,76304,0,TRUE,TRUE,0,0,0,0,0,0,0,0
Zlada14,825875376,2516962,3406565,9596701,17,12,0,9596701,5922801,5,0,TRUE,TRUE,192242,195031,TRUE,TRUE,0,0,0,0,0,0,0,0
Elros Halfelven,592184954,2585710,3538148,9182860,1,10,0,9182860,6127310,5,0,TRUE,TRUE,45142,0,TRUE,TRUE,0,0,0,4,4,0,2,0
Higgs,265535499,2212021,3109385,5896196,2,2,0,5896196,5322696,4,0,TRUE,TRUE,64664,28933,FALSE,FALSE,0,0,0,2,,,,
Baxston Kane,473373554,2675804,3730882,10221708,3,12,0,10221708,6410208,4,0,TRUE,TRUE,72004,57799,FALSE,FALSE,0,0,0,4,4,,4,
Elladan Halfelven,231363518,2707676,3698719,9404894,2,9,0,9404894,6406944,4,0,TRUE,TRUE,68202,23293,FALSE,TRUE,0,0,0,2,4,,2,1
Promethean,245711569,2247215,3121319,9357434,1,13,0,9357434,5368534,4,0,TRUE,TRUE,34964,0,FALSE,FALSE,0,0,0,,,,,
Kypomm,631928359,2655237,3643758,6874901,1,2,0,6874901,6301401,3,0,TRUE,TRUE,45142,0,FALSE,FALSE,0,0,0,2,,,,
ShootMeow,118543169,2581588,3540621,8463685,0,7,0,8463685,6122185,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,3,0,0,4,0
Wolfman314,144353549,2634990,3524226,10173513,0,12,0,10173513,6161113,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,2,2,3,4,1
Agave,148199846,2447961,3288497,8391878,0,8,0,8391878,5743378,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,2,2,0,4,0
Theflavorgreen,416984533,1924712,3071241,6097852,0,3,0,6097852,5000452,4,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,,,,,
MINI Stewabob,552522334,1311119,1894223,4706356,0,4,0,4706356,3205956,4,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,,,,,
Maxaron Lexilon,591283737,2760336,3564432,7833876,0,4,1,7833876,6333476,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,0,0,0,0,0
Wolfman,998737698,2114519,2443390,5606576,0,2,0,5606576,4558776,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,0,0,0,1,1
Exeel,184344456,2620276,3527670,11646777,0,17,1,11646777,6156377,5,1,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,4,4,1
Flywire,515621617,2246588,3150308,8490925,0,10,0,8490925,5398525,4,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,,,,,
SloppySaberFlavor,671337993,2337066,3338744,8737920,0,9,0,8737920,5678420,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,1,4,0,4,0
M1TTH,124849497,1970538,2525739,7224077,0,8,0,7224077,4496277,4,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,3,3,,1,1
KingPete,251751519,1865294,3108946,8585140,0,11,0,8585140,4974240,4,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,3,4,,3,1
Gryphix,997239157,2710874,3872935,9640295,0,10,0,9640295,6584745,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,0,2,0
wamakima5004,556569861,2528530,3477485,9585465,0,11,0,9585465,6006015,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,0,2,1
Hirano,193884837,3061213,4302033,8025767,0,13,0,8025767,3690367,5,0,TRUE,FALSE,0,0,TRUE,TRUE,3672879,0,0,4,4,0,4,1
