name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Obi Won Sebroni,247341668,1176604,1955938,3657582,20,1,0,3657582,3133682,3,0,TRUE,TRUE,230669,188153,FALSE,FALSE,0,0,0,,,,,
MINICalens,499477827,2350975,3559951,8693590,1,8,0,8693590,5917290,5,0,TRUE,TRUE,41559,0,TRUE,TRUE,0,0,0,2,4,0,1,1
Doomslug the Destroyer,549766237,1599677,2158506,4707979,2,2,0,4707979,3781079,2,0,TRUE,TRUE,26670,11287,FALSE,FALSE,0,0,0,,,,,
Masajj Vemtits,596537312,2447089,3364308,8017029,2,6,0,8017029,5814229,3,0,TRUE,TRUE,0,33004,FALSE,TRUE,0,0,0,4,,,1,1
Larping Soccer Moms,962753997,1442926,1877537,5613402,5,6,0,5613402,3322602,4,0,TRUE,TRUE,0,92470,FALSE,TRUE,0,0,0,1,3,,1,1
MINI UK PedroMontenegro,273676688,2771382,3818423,12164727,25,17,1,12164727,6674327,5,1,TRUE,TRUE,373234,392018,TRUE,TRUE,0,0,0,4,4,4,4,1
Zhil Axfow,826592934,2677128,3396660,6914196,4,3,0,6914196,6074196,3,0,TRUE,TRUE,64423,22870,FALSE,FALSE,0,0,0,3,,,,
ONE,873729113,2510159,3608076,7098277,1,3,0,7098277,6121777,5,0,TRUE,TRUE,0,13158,TRUE,TRUE,0,0,0,1,2,0,0,0
Guntha Arbos,248271439,2421094,3582665,6408976,3,1,0,6408976,6005976,4,0,TRUE,TRUE,62202,39689,FALSE,FALSE,0,0,0,1,,,,
Philo Beddoe,753225541,2484885,3175121,7710695,5,5,0,7710695,5686395,5,0,TRUE,TRUE,50194,27099,TRUE,TRUE,0,0,0,1,2,0,1,1
Loadage,268951863,2403796,3050143,8724802,5,10,0,8724802,5460352,5,0,TRUE,TRUE,63491,83841,TRUE,TRUE,0,0,0,3,4,0,2,1
s o l o,334171458,3025077,4446696,12654699,30,16,0,12654699,7479299,5,0,TRUE,TRUE,495587,327504,TRUE,TRUE,0,0,0,3,4,4,4,1
ilekkund,214848174,2886431,4114132,11020027,2,12,1,11020027,7006127,5,1,TRUE,TRUE,90284,0,TRUE,TRUE,0,0,0,1,3,4,3,1
