name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Larping Soccer Moms,962753997,1393012,1838762,3780373,3,6,0,3780373,1842973,3,0,true,false,0,47928,false,false,1388801,0,0,,,,,
Zhil Axfow,826592934,2662017,3378157,7137574,6,3,0,7137574,6040174,3,0,true,true,135426,22870,false,false,0,0,0,,,,,
Wolfman,998737698,2074188,2401462,5927500,8,3,0,5927500,4476700,5,0,true,true,113183,53556,true,true,0,0,0,1,0,0,1,1
Guntha Arbos,248271439,2438866,3527983,5966849,16,0,2,5966849,5966849,3,0,true,true,361394,172551,false,false,0,0,0,,,,,
DorkHelmet,987949222,2498340,2742836,6608778,1,4,0,6608778,5244878,5,0,true,true,45142,0,true,true,0,0,0,0,0,0,0,0
ExcellentNutAlt,439645938,1021112,1441931,2464048,12,0,0,2464048,2464048,5,0,true,true,154297,89870,false,false,0,0,0,,,,,
Philo Beddoe,753225541,2411841,3067709,6894888,5,5,0,6894888,5481388,3,0,true,true,50194,34998,false,false,0,0,0,2,3,,,
Loadage,268951863,2374029,2962907,8168260,5,8,0,8168260,5340810,5,0,true,true,115231,36830,true,true,0,0,0,1,4,0,2,1
Nydot,992622296,1144038,1690421,2450331,20,1,0,2450331,2047331,2,0,true,false,355923,135863,false,false,787128,0,0,1,,,,
BabyYodaHitta,629856937,1066239,1623441,3097011,11,1,0,3097011,2694011,3,0,true,true,86656,86379,false,false,0,0,0,1,,,,
Thegreatplant,416181267,2174824,2718804,6514928,30,4,0,6514928,4893628,3,0,true,true,468630,293815,false,true,0,0,0,2,,,1,1
ilekkund2,148163689,1999396,2449685,7492103,3,9,1,7492103,4449303,5,0,true,true,57249,13402,true,true,0,0,0,3,4,0,1,1
Spectrum,411242948,1967172,2342045,6241217,18,6,1,6241217,4309217,4,0,true,true,304991,161422,false,false,0,0,0,3,,,3,
Higgs,265535499,2142106,3092055,6332002,1,3,0,6332002,5234602,5,0,true,true,0,10099,true,true,0,0,0,0,0,0,0,0
MINI xipokemastrix,242144976,1602891,2335619,5093510,15,4,0,5093510,3938510,3,0,true,true,153558,123978,false,false,0,0,0,4,,,,
The Wall,947443938,1871347,2821419,7091313,3,8,0,7091313,4693313,5,0,true,true,0,22540,true,true,0,0,0,1,3,4,0,0
Elyana,967665728,2309433,3235156,7483753,1,6,0,7483753,5546353,5,0,true,true,45142,0,true,true,0,0,0,0,0,0,0,0
TacoPizza,797491243,2020461,2958068,6664213,2,5,0,6664213,4985313,3,0,true,true,0,10192,false,false,0,0,0,,,,,
GANIC,357417789,1805714,2747182,6458144,4,5,0,6458144,4553644,5,0,true,true,31187,39770,true,true,0,0,0,1,0,0,4,0
Vsarr,789134798,1947731,2625676,4576467,7,0,0,4576467,4576467,3,0,true,true,83906,46213,false,false,0,0,0,,,,,
Kypomm,631928359,2605267,3524754,6703616,2,2,0,6703616,6130116,4,0,true,true,45142,13261,false,false,0,0,0,2,,,,
Dark Penguin,894569678,1690566,2231512,4852347,1,2,0,4852347,3925447,2,0,true,true,0,21828,false,false,0,0,0,,,,,
Obi Won Sebroni,247341668,1082426,1869829,3494879,18,1,0,3494879,2970979,2,0,true,true,277246,115693,false,false,0,0,0,,,,,
Masajj Vemtits,596537312,2409662,3303786,7904955,4,6,0,7904955,5715555,3,0,true,true,90284,33004,false,true,0,0,0,2,,,3,1
MINICalens,499477827,2268737,3496485,8680498,2,9,0,8680498,5765498,5,0,true,true,0,26406,true,true,0,0,0,2,3,0,4,0
Tommy,225191489,1065932,1993116,3462048,11,1,0,3462048,3059048,2,0,true,true,51089,80603,false,false,0,0,0,1,,,,
Wolfman314,144353549,2625697,3454128,9348225,1,9,0,9348225,6079825,5,0,true,true,45142,0,true,true,0,0,0,1,3,0,4,1
AKB,461667365,2292262,3280829,8349716,4,8,0,8349716,5573416,5,0,true,true,0,32616,true,true,0,0,0,2,4,0,1,1
Quinton Samulson,334914382,1611492,2290438,4475430,5,2,2,4475430,3901930,5,0,true,true,54131,38360,true,true,0,0,0,2,0,0,0,0
Seamonster34,569479871,1439940,2067631,3509933,8,0,0,3509933,3509933,5,0,true,true,0,95117,false,false,0,0,0,,,,,
Corran Horn,159984528,1789146,2657269,4451508,2,0,2,4451508,4451508,2,0,true,true,0,34291,false,false,0,0,0,,,,,
Indeedus,636721338,1864675,2893128,4758685,4,0,0,4758685,4758685,2,0,true,true,0,59291,false,false,0,0,0,,,,,
LGuy 21,261187434,2430527,3524009,8876436,7,9,0,8876436,5954536,4,0,true,true,157462,94674,false,false,0,0,0,,,,,
HiddenWolf,869432175,2425023,3270468,3423573,6,0,0,3423573,3423573,1,0,true,false,150483,50297,false,false,2271918,0,0,,,,,
Theflavorgreen,416984533,1839449,2944294,5710810,3,2,0,5710810,4783910,3,0,true,true,0,70029,false,false,0,0,0,,,,,
T swizzle,335186653,1252985,1987661,3242498,5,0,0,3242498,3242498,4,0,true,true,43666,51033,false,false,0,0,0,,,,,
Baxston Kane,473373554,2618601,3689159,9353943,1,9,0,9353943,6311143,4,0,true,true,0,13162,false,true,0,0,0,3,4,,1,1
Maxaron Lexilon,591283737,2714873,3496443,7141187,2,2,0,7141187,6214287,5,0,true,true,0,19683,true,true,0,0,0,0,0,0,0,0
starshaker,343886585,2250150,2812659,5989709,8,2,0,5989709,5062809,3,0,true,true,105971,123856,false,false,0,0,0,,,,,
