name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Elyana,967665728,2309433,3235156,13735705,2,8,0,6251952,5547952,3,0,true,true,45142,0,false,false,0,0,0,,,2,,
TacoPizza,797491243,2020461,2958068,12491759,4,8,0,5827546,4987546,2,0,true,true,0,14848,false,false,0,0,0,3,,,,
GANIC,357417789,1805714,2747182,12743079,5,11,0,6284935,4556435,4,0,true,true,31187,0,false,false,0,0,0,2,4,,,
Vsarr,789134798,1947731,2625676,9152934,10,0,0,4576467,4576467,3,0,true,true,27081,51207,false,false,0,0,0,,,,,
Kypomm,631928359,2605267,3524754,12833732,4,2,0,6130116,6130116,3,0,true,true,103630,0,false,false,0,0,0,,,,,
Dark Penguin,894569678,1690566,2231512,7910606,21,3,0,3058259,2655259,2,0,true,false,419433,174267,false,false,1266819,0,0,1,,,,
Obi Won Sebroni,247341668,1082426,1869829,6465858,18,1,0,2970979,2970979,2,0,true,true,0,32438,false,false,0,0,0,,,,,
Masajj Vemtits,596537312,2409662,3303786,15655359,5,12,0,7750404,5720904,3,0,true,true,45142,33004,false,false,0,0,0,,,3,3,
MINICalens,499477827,2268737,3496485,16034996,3,14,0,7354498,5765498,4,0,true,true,0,26406,false,false,0,0,0,4,,1,,
Tommy,225191489,1065932,1993116,6521096,11,1,0,3059048,3059048,0,0,true,true,0,9333,false,false,0,0,0,,,,,
Wolfman314,144353549,2625697,3454128,20448300,2,23,0,11100075,6079825,5,0,true,true,45142,0,true,true,0,0,0,2,4,3,4,1
AKB,461667365,2292262,3280829,17519079,7,18,0,9169363,5574613,4,0,true,true,0,38562,false,true,0,0,0,3,3,3,,1
Quinton Samulson,334914382,1611492,2290438,8780537,13,3,2,4305107,3902107,4,0,true,true,145159,35935,false,false,0,0,0,1,,,,
Seamonster34,569479871,1439940,2067631,7019977,17,0,0,3510044,3510044,4,0,true,true,27519,137678,false,false,0,0,0,,,,,
Corran Horn,159984528,1789146,2657269,8908632,2,0,2,4457124,4457124,0,0,true,true,0,0,false,false,0,0,0,,,,,
Indeedus,636721338,1864675,2893128,4758685,4,0,0,0,0,0,0,false,false,0,44335,false,false,2893128,1864675,0,,,,,
LGuy 21,261187434,2430527,3524009,18436191,8,19,0,9559755,5960755,4,0,true,true,50254,15411,false,true,0,0,0,3,4,2,,1
HiddenWolf,869432175,2425023,3270468,9124754,9,0,0,5701181,5701181,0,0,true,true,150722,0,false,false,0,0,0,,,,,
Theflavorgreen,416984533,1839449,2944294,11140240,14,3,0,5429430,5026430,2,0,true,true,152785,187532,false,false,0,0,0,1,,,,
T swizzle,335186653,1252985,1987661,6513501,10,0,0,3271003,3271003,3,0,true,true,43666,92815,false,false,0,0,0,,,,,
Baxston Kane,473373554,2618601,3689159,19941003,1,21,0,10587060,6315060,4,0,true,true,0,0,false,true,0,0,0,3,4,4,,1
Maxaron Lexilon,591283737,2714873,3496443,15534256,2,9,0,8393069,6223319,4,0,true,true,0,0,false,false,0,0,0,4,,3,,
starshaker,343886585,2250150,2812659,13329716,8,7,0,7340007,5063007,3,0,true,true,0,102325,false,true,0,0,0,,,4,,1
Neeb,648797678,2309166,3280998,13004158,8,5,0,7009454,5591704,4,0,true,true,158113,13860,false,false,0,0,0,1,,3,,
Promethean,245711569,2221289,2993053,15482684,10,17,0,7958342,5214342,3,0,true,true,172394,35214,false,false,0,0,0,4,4,1,,
ShootMeow,118543169,2533291,3431125,16385669,0,12,0,8432703,5974703,3,0,true,true,0,0,false,true,0,0,0,1,4,,,1
M1TTH,124849497,1963475,2518552,13115287,0,10,0,6523810,4485810,3,0,true,true,0,0,false,true,0,0,0,,,1,2,1
ONE,873729113,2505124,3593943,13206096,0,3,0,6533529,6099529,5,0,true,true,0,0,true,true,0,0,0,0,0,1,0,0
Doomslug the Destroyer,549766237,1427403,2040478,8882877,1,6,0,4317596,3477596,2,0,true,true,0,4656,false,false,0,0,0,3,,,,
Argarax,545871634,1624841,2700505,11420488,0,8,0,5776092,4327342,3,0,true,true,0,0,false,false,0,0,0,,,1,3,
MINI Stewabob,552522334,1294572,1835379,8646720,4,12,0,2473969,1459219,2,0,true,false,85929,17584,false,false,1670732,0,0,,,3,,
SloppySaberFlavor,671337993,2332682,3284665,16059711,0,13,0,8549814,5620314,3,0,true,true,0,0,false,true,0,0,0,,,3,3,1
Diesel87,626734493,1611510,2655416,5421926,20,4,1,5421926,4266926,1,0,true,true,499878,209858,false,false,0,0,0,4,,,,
