CurrentRoundEndTime,Instance,MapStatId,AllyCode,Name,DiscordTag,Score
1661187600000,vs. Had friends on that dethstar,stars,852762117,Revanchist,Revanchist#9559,476
1661187600000,vs. Had friends on that dethstar,stars,349451219,Robbie Brady,Robbie Brady#7103,154
1661187600000,vs. Had friends on that dethstar,stars,826592934,Zhil Axfow,Zhil Axfow#5696,258
1661187600000,vs. Had friends on that dethstar,stars,245711569,Promethean,Promethean#3008,307
1661187600000,vs. Had friends on that dethstar,stars,996614779,Jables,Jables#9173,284
1661187600000,vs. Had friends on that dethstar,stars,569523671,Seeya,Seeya#2985,302
1661187600000,vs. Had friends on that dethstar,stars,656645167,HolyHandGrenade,HolyHandGrenade#7050,672
1661187600000,vs. Had friends on that dethstar,stars,484789943,Jed1Mast3rDallas,jedimasterdallas#3331,80
1661187600000,vs. Had friends on that dethstar,stars,946916445,ExcellentNut,ExcellentNut#0656,534
1661187600000,vs. Had friends on that dethstar,stars,296684579,ṪѦ DerHesse1505,DerHesse1505 (TB Offi)#9876,490
1661187600000,vs. Had friends on that dethstar,stars,248271439,Guntha Arbos,guntha arbos#0996,413
1661187600000,vs. Had friends on that dethstar,stars,929389526,Tommyboy85,tommyboy#3739,399
1661187600000,vs. Had friends on that dethstar,stars,556569861,wamakima5004,wamakima5004#0097,190
1661187600000,vs. Had friends on that dethstar,stars,753225541,Philo Beddoe,Handleman20#4805,330
1661187600000,vs. Had friends on that dethstar,stars,268951863,Loadage,Loadage#1450,485
1661187600000,vs. Had friends on that dethstar,stars,214848174,ilekkund,ilekkund#8475,373
1661187600000,vs. Had friends on that dethstar,stars,148163689,ilekkund2,ilekkund#8475,362
1661187600000,vs. Had friends on that dethstar,stars,242144976,MINI xipokemastrix,xIPokemastrIx#2005,346
1661187600000,vs. Had friends on that dethstar,stars,619572297,Raion Ren,raion_ren#6463,338
1661187600000,vs. Had friends on that dethstar,stars,515621617,Flywire,Flywire#0662,462
1661187600000,vs. Had friends on that dethstar,stars,797491243,TacoPizza,TacoPizza#2451,41
1661187600000,vs. Had friends on that dethstar,stars,435886464,Z Xm,Z_Xm#5894,307
1661187600000,vs. Had friends on that dethstar,stars,732694944,Savage1bat,⁦savage1bat⁩#7887,695
1661187600000,vs. Had friends on that dethstar,stars,247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,385
1661187600000,vs. Had friends on that dethstar,stars,596537312,Masajj Vemtits,Masajj Vemtits#4575,213
1661187600000,vs. Had friends on that dethstar,stars,931355241,BigMacDbag,Hismeds#9705,358
1661187600000,vs. Had friends on that dethstar,stars,843553429,Shotwell,Shotwell#0501,272
1661187600000,vs. Had friends on that dethstar,stars,997239157,Gryphix,Gryphix#1116,549
1661187600000,vs. Had friends on that dethstar,stars,144353549,Wolfman314,Wolfman314#6474,74
1661187600000,vs. Had friends on that dethstar,stars,634487631,JacenCaedus,Sala#2238,423
1661187600000,vs. Had friends on that dethstar,stars,671337993,SloppySaberFlavor,Sloppysaberflavor#9142,252
1661187600000,vs. Had friends on that dethstar,stars,825875376,Zlada14,zlada14#0537,216
1661187600000,vs. Had friends on that dethstar,stars,513125742,MarkKenoburger,kenoburger#9903,452
1661187600000,vs. Had friends on that dethstar,stars,589218854,Bitz Maidenhell,Bitz Maidenhell#2587,179
1661187600000,vs. Had friends on that dethstar,stars,124849497,M1TTH,!M1TTH#8698,79
1661187600000,vs. Had friends on that dethstar,stars,552854579,MINI Zeratoark,Zeratoark#9535,214
1661187600000,vs. Had friends on that dethstar,stars,884121445,Nom,Nom Polustra#4120,605
1661187600000,vs. Had friends on that dethstar,stars,178158547,Romules,DarthDingus#4541,625
1661187600000,vs. Had friends on that dethstar,stars,716417922,TinyBubbles,TinyBubbles31#0228,157
1661187600000,vs. Had friends on that dethstar,stars,992275427,Stargun inoza,stargun#1897,595
1661187600000,vs. Had friends on that dethstar,stars,994659641,OttoVonGens,OttoVonGens#2822,488
1661187600000,vs. Had friends on that dethstar,stars,545871634,Argarax,Kazrud#2235,608
1661187600000,vs. Had friends on that dethstar,stars,975827772,Tornado,tornado#478,248
1661187600000,vs. Had friends on that dethstar,stars,552522334,MINI Stewabob,FupaHave#2185,323
1661187600000,vs. Had friends on that dethstar,stars,473373554,Baxston Kane,Baxston Kane#5600,419
1661187600000,vs. Had friends on that dethstar,stars,492994246,Chaunce,Chaunce#1601,356
1661187600000,vs. Had friends on that dethstar,stars,591283737,Maxaron Lexilon,MaxaronLexilon#3633,218
1661187600000,vs. Had friends on that dethstar,stars,617569541,MINI Zan Lucian,Zan Lucian#8522,450
1661187600000,vs. Had friends on that dethstar,stars,148199846,Agave,Agave#6806,0
1661187600000,vs. Had friends on that dethstar,set_defense_stars,852762117,Revanchist,Revanchist#9559,274
1661187600000,vs. Had friends on that dethstar,set_defense_stars,349451219,Robbie Brady,Robbie Brady#7103,154
