CurrentRoundEndTime,Instance,MapStatId,AllyCode,Name,DiscordTag,Score
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,436483225,Dr N00b,Thɑɳɑthѳs#6579,97
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,946916445,ExcellentNut,⁦ExcellentNut⁩#0656,181
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,114649229,ìN Paca,Paca#8479,312
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,296684579,ṪѦ DerHesse1505,DerHesse1505 (TB Offi)#9876,284
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,929389526,Tommyboy85,tommyboy#3739,283
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,753225541,Philo Beddoe,Handleman20#4805,56
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,268951863,Loadage,Loadage#1450,276
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,214848174,ilekkund,ilekkund#8475,145
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,148163689,ilekkund2,ilekkund#8475,55
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,242144976,MINI xipokemastrix,xIPokemastrIx#2005,133
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,572892187,WookieeWarrior,teepeepdx#7802,140
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,435886464,Z Xm,Z_Xm#5894,19
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,732694944,Savage1bat,⁦savage1bat⁩#7887,311
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,354754647,BladeBR,Edem#5643,252
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,179
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,843553429,Shotwell,Shotwell#0501,184
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,997239157,Gryphix,Gryphix#1116,140
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,798445437,Kaytee Glopio,Kaytee Glopio#6445,128
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,932489599,MINI Azryl,Azryl#1591,196
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,513125742,MarkKenoburger,kenoburger#9903,76
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,884121445,Nom,Nom Polustra#4120,179
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,716417922,TinyBubbles,TinyBubbles31#0228,93
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,994659641,OttoVonGens,OttoVonGens#2822,269
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,933247321,Epsil0n Actual,RandyCliptic#9400,176
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,545871634,Argarax,Kazrud#2235,155
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,975827772,Tornado,tornado#478,131
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,815682328,SotDO,SotDo#3618,99
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,745483876,Foreigner,⁦Foreigner⁩#2714,293
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,137256197,Japolock,Japolock#2870,266
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,442735849,PDXwing,PDXwing#6655,192
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,492994246,Chaunce,Chaunce#1601,73
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,473373554,Baxston Kane,Baxston Kane#5600,94
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,736639474,Deadly F A R T,⁦Deadly F A R T⁩#1186,133
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,667756347,SilentVader,SilentVader#5511,58
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,259921674,BlackMamba,Jeremy#5183,244
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,617569541,MINI Zan Lucian,Zan Lucian#8522,256
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,938542548,Sultan2309,Sultan2309#7453,198
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,349451219,Robbie Brady,Robbie Brady#7103,0
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,634487631,JacenCaedus,Sala#2238,0
1.66447E+12,vs. SSA LeagueOfNorthmen,attack_stars,619572297,Raion Ren,raion_ren#6463,0
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,852762117,Revanchist,Revanchist#9559,13
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,283842274,JustinAlexander11,JustinAlexander11#1023,8
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,245711569,Promethean,Promethean#3008,10
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,996614779,Jables,Jables#9173,4
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,569523671,Seeya,Seeya#2985,3
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,615713739,Ky Zeth,Ky Zeth#6539,14
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,484789943,Jed1Mast3rDallas,jedimasterdallas#3331,6
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,436483225,Dr N00b,Thɑɳɑthѳs#6579,5
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,946916445,ExcellentNut,⁦ExcellentNut⁩#0656,12
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,114649229,ìN Paca,Paca#8479,18
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,296684579,ṪѦ DerHesse1505,DerHesse1505 (TB Offi)#9876,16
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,929389526,Tommyboy85,tommyboy#3739,14
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,753225541,Philo Beddoe,Handleman20#4805,3
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,268951863,Loadage,Loadage#1450,15
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,214848174,ilekkund,ilekkund#8475,9
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,148163689,ilekkund2,ilekkund#8475,3
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,242144976,MINI xipokemastrix,xIPokemastrIx#2005,10
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,572892187,WookieeWarrior,teepeepdx#7802,7
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,435886464,Z Xm,Z_Xm#5894,1
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,732694944,Savage1bat,⁦savage1bat⁩#7887,16
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,354754647,BladeBR,Edem#5643,13
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,14
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,843553429,Shotwell,Shotwell#0501,13
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,997239157,Gryphix,Gryphix#1116,8
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,798445437,Kaytee Glopio,Kaytee Glopio#6445,10
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,932489599,MINI Azryl,Azryl#1591,12
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,513125742,MarkKenoburger,kenoburger#9903,4
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,884121445,Nom,Nom Polustra#4120,10
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,716417922,TinyBubbles,TinyBubbles31#0228,5
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,994659641,OttoVonGens,OttoVonGens#2822,17
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,933247321,Epsil0n Actual,RandyCliptic#9400,11
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,545871634,Argarax,Kazrud#2235,10
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,975827772,Tornado,tornado#478,7
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,815682328,SotDO,SotDo#3618,7
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,745483876,Foreigner,⁦Foreigner⁩#2714,15
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,137256197,Japolock,Japolock#2870,14
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,442735849,PDXwing,PDXwing#6655,11
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,492994246,Chaunce,Chaunce#1601,4
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,473373554,Baxston Kane,Baxston Kane#5600,6
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,736639474,Deadly F A R T,⁦Deadly F A R T⁩#1186,8
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,667756347,SilentVader,SilentVader#5511,6
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,259921674,BlackMamba,Jeremy#5183,14
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,617569541,MINI Zan Lucian,Zan Lucian#8522,14
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,938542548,Sultan2309,Sultan2309#7453,10
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,349451219,Robbie Brady,Robbie Brady#7103,0
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,634487631,JacenCaedus,Sala#2238,0
1.66447E+12,vs. SSA LeagueOfNorthmen,disobey,619572297,Raion Ren,raion_ren#6463,0
