CurrentRoundEndTime,Instance,MapStatId,AllyCode,Name,DiscordTag,Score
1.66085E+12,vs. The REKoning,stars,852762117,Revanchist,Revanchist#9559,457
1.66085E+12,vs. The REKoning,stars,349451219,Robbie Brady,Robbie Brady#7103,392
1.66085E+12,vs. The REKoning,stars,283842274,JustinAlexander11,JustinAlexander11#1023,492
1.66085E+12,vs. The REKoning,stars,826592934,Zhil Axfow,Zhil Axfow#5696,246
1.66085E+12,vs. The REKoning,stars,245711569,Promethean,Promethean#3008,389
1.66085E+12,vs. The REKoning,stars,996614779,Jables,Jables#9173,385
1.66085E+12,vs. The REKoning,stars,569523671,Seeya,Seeya#2985,348
1.66085E+12,vs. The REKoning,stars,484789943,Jed1Mast3rDallas,jedimasterdallas#3331,311
1.66085E+12,vs. The REKoning,stars,946916445,ExcellentNut,ExcellentNut#0656,486
1.66085E+12,vs. The REKoning,stars,296684579,ṪѦ DerHesse1505,DerHesse1505 (TB Offi)#9876,513
1.66085E+12,vs. The REKoning,stars,929389526,Tommyboy85,tommyboy#3739,467
1.66085E+12,vs. The REKoning,stars,556569861,wamakima5004,wamakima5004#0097,188
1.66085E+12,vs. The REKoning,stars,753225541,Philo Beddoe,Handleman20#4805,298
1.66085E+12,vs. The REKoning,stars,268951863,Loadage,Loadage#1450,414
1.66085E+12,vs. The REKoning,stars,214848174,ilekkund,ilekkund#8475,388
1.66085E+12,vs. The REKoning,stars,148163689,ilekkund2,ilekkund#8475,311
1.66085E+12,vs. The REKoning,stars,242144976,MINI xipokemastrix,xIPokemastrIx#2005,353
1.66085E+12,vs. The REKoning,stars,619572297,Raion Ren,raion_ren#6463,398
1.66085E+12,vs. The REKoning,stars,515621617,Flywire,Flywire#0662,88
1.66085E+12,vs. The REKoning,stars,797491243,TacoPizza,TacoPizza#2451,327
1.66085E+12,vs. The REKoning,stars,435886464,Z Xm,Z_Xm#5894,328
1.66085E+12,vs. The REKoning,stars,732694944,Savage1bat,⁦savage1bat⁩#7887,452
1.66085E+12,vs. The REKoning,stars,247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,425
1.66085E+12,vs. The REKoning,stars,931355241,BigMacDbag,Hismeds#9705,366
1.66085E+12,vs. The REKoning,stars,596537312,Masajj Vemtits,Masajj Vemtits#4575,194
1.66085E+12,vs. The REKoning,stars,997239157,Gryphix,Gryphix#1116,449
1.66085E+12,vs. The REKoning,stars,144353549,Wolfman314,Wolfman314#6474,297
1.66085E+12,vs. The REKoning,stars,634487631,JacenCaedus,Sala#2238,448
1.66085E+12,vs. The REKoning,stars,825875376,Zlada14,zlada14#0537,359
1.66085E+12,vs. The REKoning,stars,671337993,SloppySaberFlavor,Sloppysaberflavor#9142,256
1.66085E+12,vs. The REKoning,stars,513125742,MarkKenoburger,kenoburger#9903,413
1.66085E+12,vs. The REKoning,stars,589218854,Bitz Maidenhell,Bitz Maidenhell#2587,84
1.66085E+12,vs. The REKoning,stars,552854579,MINI Zeratoark,Zeratoark#9535,244
1.66085E+12,vs. The REKoning,stars,884121445,Nom,Nom Polustra#4120,463
1.66085E+12,vs. The REKoning,stars,178158547,Romules,DarthDingus#4541,546
1.66085E+12,vs. The REKoning,stars,716417922,TinyBubbles,TinyBubbles31#0228,274
1.66085E+12,vs. The REKoning,stars,992275427,Stargun inoza,stargun#1897,410
1.66085E+12,vs. The REKoning,stars,994659641,OttoVonGens,OttoVonGens#2822,406
1.66085E+12,vs. The REKoning,stars,975827772,Tornado,tornado#478,354
1.66085E+12,vs. The REKoning,stars,545871634,Argarax,Kazrud#2235,458
1.66085E+12,vs. The REKoning,stars,552522334,MINI Stewabob,FupaHave#2185,344
1.66085E+12,vs. The REKoning,stars,473373554,Baxston Kane,Baxston Kane#5600,435
1.66085E+12,vs. The REKoning,stars,492994246,Chaunce,Chaunce#1601,423
1.66085E+12,vs. The REKoning,stars,591283737,Maxaron Lexilon,MaxaronLexilon#3633,91
1.66085E+12,vs. The REKoning,set_defense_stars,852762117,Revanchist,Revanchist#9559,304
1.66085E+12,vs. The REKoning,set_defense_stars,349451219,Robbie Brady,Robbie Brady#7103,308
1.66085E+12,vs. The REKoning,set_defense_stars,283842274,JustinAlexander11,JustinAlexander11#1023,368
1.66085E+12,vs. The REKoning,set_defense_stars,826592934,Zhil Axfow,Zhil Axfow#5696,188
1.66085E+12,vs. The REKoning,set_defense_stars,245711569,Promethean,Promethean#3008,278
1.66085E+12,vs. The REKoning,set_defense_stars,996614779,Jables,Jables#9173,244
1.66085E+12,vs. The REKoning,set_defense_stars,569523671,Seeya,Seeya#2985,218
1.66085E+12,vs. The REKoning,set_defense_stars,484789943,Jed1Mast3rDallas,jedimasterdallas#3331,214
1.66085E+12,vs. The REKoning,set_defense_stars,946916445,ExcellentNut,ExcellentNut#0656,248
1.66085E+12,vs. The REKoning,set_defense_stars,296684579,ṪѦ DerHesse1505,DerHesse1505 (TB Offi)#9876,244
1.66085E+12,vs. The REKoning,set_defense_stars,929389526,Tommyboy85,tommyboy#3739,338
1.66085E+12,vs. The REKoning,set_defense_stars,556569861,wamakima5004,wamakima5004#0097,158
1.66085E+12,vs. The REKoning,set_defense_stars,753225541,Philo Beddoe,Handleman20#4805,218
1.66085E+12,vs. The REKoning,set_defense_stars,268951863,Loadage,Loadage#1450,282
1.66085E+12,vs. The REKoning,set_defense_stars,214848174,ilekkund,ilekkund#8475,214
1.66085E+12,vs. The REKoning,set_defense_stars,148163689,ilekkund2,ilekkund#8475,184
1.66085E+12,vs. The REKoning,set_defense_stars,242144976,MINI xipokemastrix,xIPokemastrIx#2005,244
1.66085E+12,vs. The REKoning,set_defense_stars,619572297,Raion Ren,raion_ren#6463,398
1.66085E+12,vs. The REKoning,set_defense_stars,797491243,TacoPizza,TacoPizza#2451,248
1.66085E+12,vs. The REKoning,set_defense_stars,435886464,Z Xm,Z_Xm#5894,308
1.66085E+12,vs. The REKoning,set_defense_stars,732694944,Savage1bat,⁦savage1bat⁩#7887,398
1.66085E+12,vs. The REKoning,set_defense_stars,247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,308
1.66085E+12,vs. The REKoning,set_defense_stars,931355241,BigMacDbag,Hismeds#9705,248
