name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Doomslug the Destroyer,549766237,1355787,1945742,8196852,8,4,0,3752795,3349795,3,0,true,true,0,62570,false,false,0,0,0,1,,,,
Larping Soccer Moms,962753997,1391919,1828299,7941232,4,4,0,3623614,3220614,4,0,true,true,0,41793,false,false,0,0,0,1,,,,
Zhil Axfow,826592934,2653705,3357426,4275405,10,1,0,868592,434592,2,0,false,false,135426,39515,false,false,2922834,2219113,434592,,,1,,
Wolfman,998737698,2054642,2359165,9353743,13,1,0,4415088,4415088,3,0,true,true,0,64905,false,false,0,0,0,,,,,
Guntha Arbos,248271439,2432043,3478636,12741759,1,2,0,6306970,5903970,1,0,true,true,0,26593,false,false,0,0,0,1,,,,
DorkHelmet,987949222,2481181,2725559,10996849,5,2,0,5216015,5216015,4,0,true,true,0,24410,false,false,0,0,0,,,,,
ExcellentNutAlt,439645938,1003949,1404646,4831321,15,0,0,2421838,2421838,2,0,true,true,62237,89146,false,false,0,0,0,,,,,
Philo Beddoe,753225541,2373083,3018066,13471451,5,8,0,6690798,5416798,3,0,true,true,0,9312,false,false,0,0,0,3,,1,,
MINI Loadage,268951863,2350372,2885707,16373280,16,18,0,8260837,5251087,4,0,true,true,202145,21541,false,false,0,0,0,3,4,3,,
Nydot,992622296,1100338,1662554,6452684,11,2,0,3165892,2762892,2,0,true,true,0,17067,false,false,0,0,0,1,,,,
BabyYodaHitta,629856937,1029202,1551088,5638454,14,4,0,3605149,2590399,1,0,true,true,86656,71002,false,false,0,0,0,,,3,,
II Xogall the Lesser II,438887383,2722861,3655478,15825771,7,8,0,8290951,6383451,4,0,true,true,92761,31608,false,true,0,0,0,2,,1,,1
Spectrum,411242948,1937460,2240701,10724188,11,7,0,5193283,4216783,4,0,true,true,206725,40904,false,false,0,0,0,1,2,,,
ilekkund2,148163689,1970226,2348825,12897879,6,11,0,6811881,4322881,4,0,true,true,57249,4656,false,true,0,0,0,4,,1,,1
FreePlayAllDay,913688669,1882224,2770875,7977663,2,1,0,2785777,2785777,1,0,true,false,0,43489,false,false,1867322,0,0,,,,,
Higgs,265535499,2130416,3067041,11381714,0,3,0,5776638,5203138,4,0,true,true,0,0,false,false,0,0,0,2,,,,
MINI xipokemastrix,242144976,1489965,2304094,9269797,14,6,0,4635722,3795722,4,0,true,true,0,76377,false,false,0,0,0,3,,,,
TacoPizza,797491243,1990059,2861453,12606677,1,8,0,6914955,4859955,3,0,true,true,0,0,false,true,0,0,0,4,,,,1
Elyana,967665728,2246998,3179226,12748352,1,4,0,6268881,5431881,4,0,true,true,45142,0,false,false,0,0,0,1,,1,,
GANIC,357417789,1742544,2680097,10383933,5,4,0,4846240,4443240,4,0,true,true,0,33962,false,false,0,0,0,1,,,,
Vsarr,789134798,1935761,2600415,9077359,23,0,0,4541183,4541183,3,0,true,true,166416,84663,false,false,0,0,0,,,,,
Kypomm,631928359,2595973,3466009,12123587,3,0,0,6038312,6038312,0,0,true,false,45142,0,false,false,23670,0,0,,,,,
Dark Penguin,894569678,1684931,2182130,8887285,21,3,0,3897846,3897846,1,0,true,true,107549,123979,false,false,0,0,0,,,,,
Obi Won Sebroni,247341668,1051056,1765557,6167935,22,1,0,2826360,2826360,2,0,true,true,214437,76158,false,false,0,0,0,,,,,
MINICalens,499477827,2245417,3456555,16275528,4,14,2,7917760,5703760,4,0,true,true,0,11835,false,false,0,0,0,,,,,
Masajj Vemtits,596537312,2401078,3280894,11106168,4,7,0,3314746,2414746,1,0,false,false,0,33748,false,true,866148,0,2414746,,,,,1
Tommy,225191489,1062650,1975241,6608958,20,1,0,3047167,3047167,1,0,true,true,51089,47452,false,false,0,0,0,,,,,
Wolfman314,144353549,2616952,3434999,18643703,12,19,0,10281752,6054252,4,0,true,true,101898,76192,false,true,0,0,0,2,,4,4,1
AKB,461667365,2277643,3248051,13079911,13,16,0,7961651,5533401,4,0,true,true,296753,20103,false,false,0,0,0,2,3,3,,
SloppySaberFlavor,671337993,2327686,3246518,16312888,3,14,0,9180169,5581169,4,0,true,true,0,0,false,true,0,0,0,3,4,2,,1
Quinton Samulson,334914382,1539243,2233852,9363457,6,5,0,4492962,3788962,2,0,true,true,0,4656,false,false,0,0,0,,,2,,
Seamonster34,569479871,1325996,2008920,6682321,13,0,0,3341642,3341642,4,0,true,true,0,80631,false,false,0,0,0,,,,,
Corran Horn,159984528,1775103,2612432,8789197,0,0,2,4395134,4395134,2,0,true,true,0,0,false,false,0,0,0,,,,,
Indeedus,636721338,1789508,2808595,9791417,2,2,0,5193168,4619668,3,0,true,true,0,0,false,false,0,0,0,2,,,,
HiddenWolf,869432175,2419361,3238729,6312425,23,0,0,652340,652340,0,0,false,false,507353,144420,false,false,2586389,1767021,652340,,,,,
LGuy 21,261187434,2414338,3484731,19207520,20,21,0,9550487,5907237,4,0,true,true,315634,235233,false,true,0,0,0,2,4,3,,1
Theflavorgreen,416984533,1764397,2872965,10372124,9,3,0,4637362,4637362,2,0,true,true,46628,129107,false,false,0,0,0,,,,,
T swizzle,335186653,1232194,1900100,6289048,13,0,0,3147308,3147308,2,0,true,true,95460,76619,false,false,0,0,0,,,,,
Argarax,545871634,1584342,2649451,8766012,3,7,0,2901240,1886490,3,0,true,false,0,47764,false,false,2347303,0,0,,,3,,
MINI Stewabob,552522334,1287795,1795286,6069401,8,4,0,3091708,3091708,1,0,true,true,0,107557,false,false,0,0,0,,,,,
Baxston Kane,473373554,2554718,3629999,17633248,1,17,0,9241111,6184111,4,0,true,true,0,0,false,false,0,0,0,3,3,4,,
Maxaron Lexilon,591283737,2680409,3447704,16331531,3,11,1,7590644,6141894,3,0,true,true,0,19614,false,false,0,0,0,,,1,3,
Greeve,988959612,2477193,3667577,15607738,2,11,0,8315454,6145704,4,0,true,true,0,12465,false,false,0,0,0,4,,3,,
starshaker,343886585,2248886,2787215,13067002,34,8,0,5740101,5036101,3,0,true,true,485701,152937,false,false,0,0,0,,,2,,
Elladan Halfelven,231363518,2675471,3645960,18156757,4,15,0,9402052,6332302,3,0,true,true,0,10170,false,true,0,0,0,4,,3,,1
Neeb,648797678,2284977,3233106,11072957,9,0,0,5540229,5540229,4,0,true,true,209888,13860,false,false,0,0,0,,,,,
ONE,873729113,2448793,3563188,13524584,0,4,0,6415203,6012203,4,0,true,true,0,0,false,false,0,0,0,1,,,,
M1TTH,124849497,1963475,2518071,14009092,0,13,0,7192546,4481546,3,0,true,true,0,0,false,true,0,0,0,,,,,0
Diesel87,626734493,1582609,2595474,6917054,20,4,1,5334445,4179445,1,0,true,true,447579,181417,false,false,0,0,0,4,,,,
Promethean,245711569,2221289,2992071,13973470,0,11,0,8760110,5213360,3,0,true,true,0,0,false,false,0,0,0,4,,3,4,
