name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Obi Won Sebroni,247341668,1471120,2230915,5483527,14,5,1,5483527,3716627,5,0,TRUE,TRUE,70126,135211,TRUE,TRUE,0,0,0,0,0,0,0,0
Doomslug the Destroyer,549766237,1837038,2398288,5830615,4,5,0,5830615,4245065,4,0,TRUE,TRUE,0,56502,FALSE,FALSE,0,0,0,3,,,2,
Zhil Axfow,826592934,2778494,3486141,6699220,4,1,0,6699220,6296220,4,0,TRUE,TRUE,45791,27679,FALSE,FALSE,0,0,0,1,,,,
JustinAlexander11,283842274,2184460,3447223,8902353,3,10,1,8902353,5637903,5,1,TRUE,TRUE,30909,43194,TRUE,TRUE,0,0,0,3,4,0,2,1
Revanche Gilder,926679294,2430392,3199746,8392969,21,8,0,8392969,5665169,4,0,TRUE,TRUE,423347,152795,FALSE,TRUE,0,0,0,3,3,,1,1
Tommyboy85,929389526,2704755,3604240,11485625,22,16,0,11485625,6310225,5,0,TRUE,TRUE,418790,156565,TRUE,TRUE,0,0,0,3,4,4,4,1
Philo Beddoe,753225541,2546519,3284678,6671197,7,3,0,6671197,5831197,4,0,TRUE,TRUE,50194,64964,FALSE,FALSE,0,0,0,3,,,,
ilekkund,214848174,3071870,4209072,12771342,20,17,0,12771342,7280942,5,0,TRUE,TRUE,328172,212991,TRUE,TRUE,0,0,0,4,4,4,4,1
ilekkund2,148163689,2127735,2669652,8781020,10,11,0,8781020,5027120,5,0,TRUE,TRUE,143618,57392,TRUE,TRUE,0,0,0,2,4,0,4,1
Argarax,545871634,2029943,3183194,8990306,5,11,0,8990306,5242906,5,0,TRUE,TRUE,0,64959,TRUE,TRUE,0,0,0,1,2,4,3,1
MINI Stewabob,552522334,1447034,2061001,6114243,3,7,0,6114243,3508443,4,0,TRUE,TRUE,0,46050,FALSE,TRUE,0,0,0,1,4,,1,1
MINI xipokemastrix,242144976,1737983,2457443,5890765,8,5,0,5890765,4211865,4,0,TRUE,TRUE,25469,108732,FALSE,FALSE,0,0,0,,,,,
TacoPizza,797491243,2097554,3110593,6793838,2,5,0,6793838,5208288,3,0,TRUE,TRUE,72436,14328,FALSE,FALSE,0,0,0,3,,,2,
ShootMeow,118543169,2691320,3703428,9425210,25,9,0,9425210,6395810,5,0,TRUE,TRUE,294042,287894,TRUE,TRUE,0,0,0,2,3,0,3,1
Heywood Jablowme,677183999,2840480,4163295,11077683,30,13,0,11077683,7007683,5,0,TRUE,TRUE,578538,375087,TRUE,TRUE,0,0,0,2,3,4,4,0
PadawanTano,584733846,1177255,1678718,4622922,4,5,0,4622922,2856022,4,0,TRUE,TRUE,66735,17647,FALSE,FALSE,0,0,0,,,,,
Plucky Haydon,924737972,2476151,3567003,11124054,13,16,0,11124054,6043154,5,0,TRUE,TRUE,432040,73672,TRUE,TRUE,0,0,0,4,4,4,3,1
BabyYodaHitta,629856937,1189506,1752883,4109537,4,4,0,4109537,2954537,3,0,TRUE,TRUE,62955,48384,FALSE,FALSE,0,0,0,4,,,,
Baxston Kane,473373554,2732391,3837442,9320046,5,8,0,9320046,6575546,4,0,TRUE,TRUE,178882,41121,FALSE,FALSE,0,0,0,1,3,,4,
GANIC,357417789,1917758,2904783,7300563,2,7,0,7300563,4822563,5,0,TRUE,TRUE,46274,19057,TRUE,TRUE,0,0,0,1,2,0,4,0
Neeb,648797678,2354526,3421213,8085739,3,8,0,8085739,5775739,5,0,TRUE,TRUE,87987,12018,TRUE,TRUE,0,0,0,4,4,0,0,0
Elros Halfelven,592184954,2600667,3611144,7751607,8,14,0,7751607,3332157,5,0,TRUE,FALSE,220034,93287,TRUE,TRUE,2879654,0,0,3,4,4,2,1
Exeel,184344456,2672441,3656575,11504593,1,16,0,11504593,6329193,5,0,TRUE,TRUE,45142,0,TRUE,TRUE,0,0,0,3,4,4,4,1
wamakima5004,556569861,2549908,3513675,5389447,11,4,0,5389447,3887947,3,0,TRUE,FALSE,373596,136968,FALSE,FALSE,2175636,0,0,,,,4,
Loadage,268951863,2494648,3296537,9151355,10,10,0,9151355,5793555,5,0,TRUE,TRUE,160064,157275,TRUE,TRUE,0,0,0,4,4,0,1,1
Higgs,265535499,2282451,3204268,6292758,1,2,0,6292758,5486758,4,0,TRUE,TRUE,0,20478,FALSE,FALSE,0,0,0,1,1,,,
Ben8cv,331225772,2652277,3547232,7363804,11,4,0,7363804,6208804,3,0,TRUE,TRUE,80418,268789,FALSE,FALSE,0,0,0,4,,,,
joker,976597667,2008613,3082950,3929615,1,4,0,3929615,2429215,4,0,TRUE,FALSE,46182,0,FALSE,FALSE,2662348,0,0,,,,,
Gryphix,997239157,2743718,3964626,9861891,1,11,0,9861891,6711891,4,0,TRUE,TRUE,0,27733,FALSE,FALSE,0,0,0,3,4,4,,
AKB,461667365,2413457,3508735,9410692,4,11,0,9410692,5922192,5,0,TRUE,TRUE,143240,20242,TRUE,TRUE,0,0,0,2,2,3,4,0
SloppySaberFlavor,671337993,2430055,3428615,9321170,1,10,0,9321170,5858670,5,0,TRUE,TRUE,0,20964,TRUE,TRUE,0,0,0,1,1,4,4,0
ONE,873729113,2553687,3715865,7599452,1,3,0,7599452,6269552,5,0,TRUE,TRUE,0,23500,TRUE,TRUE,0,0,0,0,0,0,0,0
Theflavorgreen,416984533,1991818,3189460,7271011,2,6,0,7271011,5189111,5,0,TRUE,TRUE,0,36979,TRUE,TRUE,0,0,0,0,0,0,0,0
Promethean,245711569,2250505,3125945,8210350,0,9,0,8210350,5376450,4,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,,,,,
EvilCoyote2011,997394645,2338166,3592023,7304364,0,4,1,7304364,5940464,3,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,,,,,
Masajj Vemtits,596537312,2487730,3420985,8249325,1,7,0,8249325,5908925,4,0,TRUE,TRUE,0,29479,FALSE,FALSE,0,0,0,,,,,
Calens,499477827,2392969,3651561,9868406,3,12,1,9868406,6056906,5,0,TRUE,TRUE,0,82014,TRUE,TRUE,0,0,0,4,4,0,4,0
Wolfman314,144353549,2673471,3590907,7945898,1,5,0,7945898,6266998,2,0,TRUE,TRUE,0,28732,FALSE,FALSE,0,0,0,,,,,
Agave,148199846,2528528,3375567,9084545,1,9,0,9084545,5904145,5,0,TRUE,TRUE,0,32263,TRUE,TRUE,0,0,0,4,0,0,4,1
Flywire,515621617,2261638,3241675,8532713,3,9,0,8532713,5503313,5,0,TRUE,TRUE,0,91113,TRUE,TRUE,0,0,0,2,3,0,3,1
Dark Penguin,894569678,1834215,2428820,6253677,0,7,0,6253677,4266677,4,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,2,2,3,,
Guntha Arbos,248271439,2562869,3699337,8784007,0,8,0,8784007,6265107,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,0,0,0,0,0
OttoVonGens,994659641,2796878,4208474,12496892,0,17,0,12496892,7006492,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,4,4,1
Zlada14,825875376,2566424,3485733,6046106,0,9,0,6046106,3131106,5,0,TRUE,FALSE,0,0,TRUE,TRUE,2921051,0,0,2,3,0,4,0
Maxaron Lexilon,591283737,2796461,3646015,8706561,0,7,1,8706561,6454161,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,0,0,0,0,0
The Wall,947443938,2008734,3077928,6989556,0,6,0,6989556,5089006,4,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,4,,,2,
s o l o,334171458,3214774,4616587,13321761,0,17,0,13321761,7831361,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,4,4,1
Chaunce,492994246,2764120,3742819,9946663,0,10,0,9946663,6507763,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,2,3,0,4,1
M1TTH,124849497,1977156,2521908,5768514,0,3,0,5768514,4499064,3,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,,,,2,1
Bail Writte,541295264,3248033,4920443,8174498,0,0,0,8174498,8174498,0,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,,,,,
