name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Obi Won Sebroni,247341668,1590506,2355230,22744529,18,20,2,5554016,3985016,3,0,TRUE,TRUE,0,83916,FALSE,FALSE,0,0,0,1,3,,,
Gryphix,997239157,2784990,4002546,36288665,3,30,0,10483390,6802890,4,0,TRUE,TRUE,0,27733,FALSE,TRUE,0,0,0,2,3,,,1
Wolfman314,144353549,2689283,3634047,30703220,6,29,1,10025085,6324585,4,1,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,1,,,3,1
Zhil Axfow,826592934,2810079,3526984,28028017,10,14,0,4794679,3555179,3,0,FALSE,TRUE,0,55150,FALSE,FALSE,0,2781884,0,1,2,,,
Revanche Gilder,926679294,2504599,3331155,43708128,32,51,0,14132757,5857007,5,1,TRUE,TRUE,0,37542,TRUE,TRUE,0,0,0,3,4,4,4,1
Exeel,184344456,2731825,3730777,46811390,17,52,1,12072287,6529037,3,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,4,,,4,1
Agave,148199846,2577874,3431303,41551308,51,43,2,11343316,6035316,5,0,TRUE,TRUE,0,172197,TRUE,TRUE,0,0,0,2,3,4,0,1
Loadage,268951863,2555621,3388867,45410212,15,55,1,12855991,5954741,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,2,3,3,4,1
ilekkund,214848174,3130261,4257666,47214174,35,43,2,14081933,7433683,4,0,TRUE,TRUE,0,60265,FALSE,TRUE,0,0,0,3,4,,4,1
Theflavorgreen,416984533,2020087,3263022,23304075,6,6,0,5306826,5306826,2,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,,,,,
ilekkund2,148163689,2278990,2774465,34378928,40,37,0,9324255,5061105,3,1,TRUE,TRUE,0,133341,FALSE,FALSE,0,0,0,4,4,,2,
MINI xipokemastrix,242144976,1811592,2510607,22231858,30,21,0,4619900,2528400,2,0,FALSE,TRUE,0,50262,FALSE,FALSE,0,1793799,0,1,4,,,
Flywire,515621617,2271954,3281748,33396803,25,49,2,9920733,5560733,3,1,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,3,4,4,,
TacoPizza,797491243,2121437,3178838,23617737,1,21,0,3955817,3180317,1,1,FALSE,TRUE,0,0,FALSE,FALSE,0,2119958,0,2,,,,
Maxaron Lexilon,591283737,2891935,3726727,22949620,6,14,1,5343466,4238466,3,1,FALSE,TRUE,0,0,FALSE,FALSE,0,2380196,0,3,,,,
Neeb,648797678,2374304,3469977,27616165,1,19,0,5079427,3974427,2,0,FALSE,TRUE,0,0,FALSE,FALSE,0,1869854,0,3,,,,
Sultan2309,938542548,1720368,2906121,28260040,23,28,0,7035304,4632304,3,0,TRUE,TRUE,0,26904,FALSE,FALSE,0,0,0,2,4,,,
PadawanTano,584733846,1301677,1754553,26487625,38,36,0,9077095,3069845,4,0,TRUE,TRUE,0,28154,FALSE,TRUE,0,0,0,1,4,,4,1
Doomslug the Destroyer,549766237,1871654,2500314,24692479,6,22,0,6265998,4385498,3,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,2,3,,,
Larping Soccer Moms,962753997,1498441,1983806,21153200,4,22,0,7960574,3484574,4,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,1,2,,3,1
JustinAlexander11,283842274,2237327,3571536,35634369,9,32,1,9297175,5869675,2,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,4,,,,1
Elros Halfelven,592184954,2630513,3651467,40028198,32,52,0,8638251,3655501,4,1,FALSE,TRUE,0,31848,TRUE,FALSE,0,2626479,0,1,2,4,4,
