name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Obi Won Sebroni,247341668,1590506,2355230,11731544,4,12,0,5565790,3976790,4,0,TRUE,TRUE,0,22936,FALSE,FALSE,0,0,0,4,,1,,
Gryphix,997239157,2784990,4002546,16800568,2,19,0,6605671,3416921,5,0,TRUE,FALSE,0,0,TRUE,TRUE,3370615,0,0,3,0,1,3,1
Wolfman314,144353549,2689283,3634047,15482548,6,18,1,10937908,6324158,5,0,TRUE,TRUE,0,32647,TRUE,TRUE,0,0,0,3,4,2,3,1
Zhil Axfow,826592934,2810079,3526984,15736794,5,8,0,7194050,6357050,5,0,TRUE,TRUE,45142,35370,TRUE,TRUE,0,0,0,1,0,1,0,0
Revanche Gilder,926679294,2504599,3331155,20153229,30,25,0,9762445,5848445,4,0,TRUE,TRUE,141241,193661,FALSE,TRUE,0,0,0,4,4,2,,1
Exeel,184344456,2731825,3730777,22066860,17,27,1,11772820,6486070,5,0,TRUE,TRUE,440183,142194,TRUE,TRUE,0,0,0,3,4,3,4,1
Agave,148199846,2577874,3431303,19416222,38,21,2,9923573,6013823,5,1,TRUE,TRUE,262553,167057,TRUE,TRUE,0,0,0,3,4,3,0,1
Loadage,268951863,2555621,3388867,22268044,13,31,0,11553231,5951481,5,0,TRUE,TRUE,0,173558,TRUE,TRUE,0,0,0,4,4,3,4,1
ilekkund,214848174,3130261,4257666,22529469,25,23,1,10060370,7431870,5,1,TRUE,TRUE,316962,116350,TRUE,TRUE,0,0,0,2,4,0,0,1
Theflavorgreen,416984533,2020087,3263022,12257649,6,5,0,5871060,5297560,3,0,TRUE,TRUE,84401,24034,FALSE,FALSE,0,0,0,2,,,,
ilekkund2,148163689,2278990,2774465,16833252,24,19,0,8648664,5053914,4,0,TRUE,TRUE,196394,67268,FALSE,TRUE,0,0,0,3,3,3,,1
MINI xipokemastrix,242144976,1811592,2510607,13251986,26,12,0,6832934,4343934,4,0,TRUE,TRUE,301963,153596,FALSE,TRUE,0,0,0,4,,1,,1
Flywire,515621617,2271954,3281748,14892845,23,24,2,5385607,2631607,3,1,TRUE,FALSE,0,240450,FALSE,FALSE,2922095,0,0,,,4,4,
TacoPizza,797491243,2121437,3178838,16000160,1,15,0,8510485,5300485,3,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,4,4,,,1
Maxaron Lexilon,591283737,2891935,3726727,17456120,6,11,1,9472708,6625708,4,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,1,3,2,,1
Neeb,648797678,2374304,3469977,15542441,1,13,0,8017823,5848073,4,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,4,,3,,
Sultan2309,938542548,1720368,2906121,13418547,20,14,0,6797057,4627307,4,0,TRUE,TRUE,124390,279735,FALSE,FALSE,0,0,0,4,,3,,
PadawanTano,584733846,1301677,1754553,12012713,26,18,0,5595042,3063042,4,0,TRUE,TRUE,144140,138807,FALSE,FALSE,0,0,0,4,,4,,
Doomslug the Destroyer,549766237,1871654,2500314,12664365,6,13,0,6554593,4384843,4,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,4,,3,,
Larping Soccer Moms,962753997,1498441,1983806,9101681,3,11,0,3776484,1917484,4,0,TRUE,FALSE,0,0,FALSE,FALSE,1564763,0,0,4,,2,,
JustinAlexander11,283842274,2237327,3571536,17747551,9,20,1,8592071,5848821,5,0,TRUE,TRUE,0,105845,TRUE,TRUE,0,0,0,2,4,3,0,0
Elros Halfelven,592184954,2630513,3651467,22203067,27,28,0,11183683,6286683,5,0,TRUE,TRUE,55989,216006,TRUE,TRUE,0,0,0,1,3,4,4,1
Philo Beddoe,753225541,2550426,3371318,16631122,12,15,0,8363757,5931257,4,0,TRUE,TRUE,40128,72089,FALSE,FALSE,0,0,0,,,,,
BabyYodaHitta,629856937,1205244,1779967,5077259,10,7,0,2661943,1506943,2,0,TRUE,FALSE,0,11556,FALSE,FALSE,1478268,0,0,4,,,,
s o l o,334171458,3238351,4708867,26994731,27,33,1,13556000,7954250,5,0,TRUE,TRUE,217967,257039,TRUE,TRUE,0,0,0,4,4,3,4,1
Higgs,265535499,2351046,3236407,14125477,3,9,0,6599317,5591817,4,0,TRUE,TRUE,53385,0,FALSE,FALSE,0,0,0,2,,1,,
ShootMeow,118543169,2725695,3808540,16973980,2,9,0,7436585,6536585,1,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,,,,,1
Calens,499477827,2517665,3721046,19529291,4,22,0,9477125,6245375,5,0,TRUE,TRUE,50967,67370,TRUE,TRUE,0,0,0,3,0,3,4,0
ONE,873729113,2615101,3764757,12956872,2,11,0,4910924,3051924,4,0,TRUE,FALSE,75278,0,FALSE,FALSE,3327934,0,0,4,,2,,
Promethean,245711569,2366935,3251935,17591838,0,26,0,6848859,2942109,5,0,TRUE,FALSE,0,0,TRUE,TRUE,2676761,0,0,1,4,1,3,1
Guntha Arbos,248271439,2592893,3731264,16407144,6,11,0,8582587,6324837,4,0,TRUE,TRUE,0,23434,FALSE,FALSE,0,0,0,1,3,3,,
The Wall,947443938,2057252,3142693,15198064,0,12,0,8495757,5204007,3,0,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,,,3,4,1
AKB,461667365,2440549,3545950,20381586,2,27,0,10052137,6023387,5,0,TRUE,TRUE,0,20242,TRUE,TRUE,0,0,0,0,0,0,0,0
Baxston Kane,473373554,2779697,3880599,20432971,5,21,0,10942414,6670414,4,0,TRUE,TRUE,181272,35914,FALSE,TRUE,0,0,0,3,4,4,,1
