name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Komitadji Halfelven,231363518,2776137,3828791,21194774,8,23,0,11625583,6604583,5,0,TRUE,TRUE,214896,100688,TRUE,TRUE,0,0,0,4,4,1,4,1
Argarax,545871634,2174612,3372253,18219504,2,20,0,9208185,5554185,3,0,TRUE,TRUE,0,53223,FALSE,TRUE,0,0,0,,,4,4,1
Dark Penguin,894569678,1847596,2477988,12552909,2,12,0,5750605,4332855,4,0,TRUE,TRUE,0,37914,FALSE,FALSE,0,0,0,1,,3,,
SloppySaberFlavor,671337993,2483287,3477258,19942258,0,25,1,10348713,5961963,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,3,4,3,4,0
MINI Stewabob,552522334,1484824,2117670,13320404,2,17,0,7254980,3611730,4,0,TRUE,TRUE,0,42959,FALSE,TRUE,0,0,0,2,4,3,,1
Tommyboy85,929389526,2833838,3706069,22714316,10,28,0,11837981,6551231,5,0,TRUE,TRUE,370532,73713,TRUE,TRUE,0,0,0,3,4,3,4,1
Heywood Jablowme,677183999,2861436,4200893,20528861,0,18,0,10721624,7078374,5,0,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,2,4,3,0,1
Zlada14,825875376,2577649,3503369,17943482,0,17,0,7934666,6082916,3,1,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,1,,1,3,
Chaunce,492994246,2785548,3789694,19485980,0,28,0,8050128,3391378,5,0,TRUE,FALSE,0,0,TRUE,TRUE,3183864,0,0,4,4,1,3,1
Plucky Haydon,924737972,2476200,3585217,13538592,21,13,0,10508236,6061486,5,0,TRUE,TRUE,515908,164482,TRUE,TRUE,0,0,0,4,0,3,4,1
joker,976597667,2081473,3123796,9073531,0,4,0,2367726,2367726,3,0,TRUE,FALSE,0,0,FALSE,FALSE,2837543,0,0,,,,,
OttoVonGens,994659641,2837418,4275413,24088038,7,30,0,12725135,7123385,5,0,TRUE,TRUE,163658,112696,TRUE,TRUE,0,0,0,4,4,3,4,1
wamakima5004,556569861,2597819,3552858,11554206,7,14,1,4241394,2864394,1,1,TRUE,FALSE,234283,83153,FALSE,FALSE,3286283,0,0,,,4,,
EvilCoyote2011,997394645,2384333,3635584,9594723,0,9,0,2210861,430861,3,0,FALSE,FALSE,0,0,FALSE,FALSE,3204723,1953472,430861,1,,4,,
Masajj Vemtits,596537312,2529560,3515637,17529540,0,17,0,8080749,6051249,3,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,,,3,3,
M1TTH,124849497,1977192,2522602,11334488,0,6,1,6310794,4499794,3,0,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,,,,,
