"CurrentRoundEndTime,Instance,MapStatId,AllyCode,Name,DiscordTag,Score"
"1657216800000,vs. TC Белый Медведь,attack_stars,484789943,Jed1Mast3rDallas,jedimasterdallas#3331,297"
"1657216800000,vs. TC Белый Медведь,attack_stars,994659641,OttoVonGens,OttoVonGens#2822,185"
"1657216800000,vs. TC Белый Медведь,attack_stars,617569541,MINI Zan Lucian,Zan Lucian#8522,184"
"1657216800000,vs. TC Белый Медведь,attack_stars,268951863,Loadage,Loadage#1450,172"
"1657216800000,vs. TC Белый Медведь,attack_stars,929389526,Tommyboy85,tommyboy#3739,171"
"1657216800000,vs. TC Белый Медведь,attack_stars,837163221,PluntsNBussy,PluntsNBussy#7958,168"
"1657216800000,vs. TC Белый Медведь,attack_stars,997239157,Gryphix,Gryphix#1116,152"
"1657216800000,vs. TC Белый Медведь,attack_stars,492994246,Chaunce,Chaunce#1601,145"
"1657216800000,vs. TC Белый Медведь,attack_stars,667457171,B417,B417#1086,143"
"1657216800000,vs. TC Белый Медведь,attack_stars,852762117,Revanchist,Revanchist#9559,142"
"1657216800000,vs. TC Белый Медведь,attack_stars,556569861,wamakima5004,wamakima5004#0097,116"
"1657216800000,vs. TC Белый Медведь,attack_stars,214848174,ilekkund,ilekkund#8475,115"
"1657216800000,vs. TC Белый Медведь,attack_stars,358932969,MINI CDangerz,CDangerz#7889,108"
"1657216800000,vs. TC Белый Медведь,attack_stars,976597667,joker,General*joker#2767,106"
"1657216800000,vs. TC Белый Медведь,attack_stars,515621617,Flywire,Flywire#662,104"
"1657216800000,vs. TC Белый Медведь,attack_stars,148199846,Agave,Agave#6806,98"
"1657216800000,vs. TC Белый Медведь,attack_stars,931355241,BigMacDbag,Hismeds#9705,98"
"1657216800000,vs. TC Белый Медведь,attack_stars,671337993,SloppySaberFlavor,Sloppysaberflavor#9142,98"
"1657216800000,vs. TC Белый Медведь,attack_stars,552522334,MINI Stewabob,FupaHave#2185,95"
"1657216800000,vs. TC Белый Медведь,attack_stars,992275427,Stargun inoza,stargun#1897,91"
"1657216800000,vs. TC Белый Медведь,attack_stars,513125742,MarkKenoburger,kenoburger#9903,86"
"1657216800000,vs. TC Белый Медведь,attack_stars,148163689,ilekkund2,ilekkund#8475,84"
"1657216800000,vs. TC Белый Медведь,attack_stars,996614779,Jables,Jables#9173,80"
"1657216800000,vs. TC Белый Медведь,attack_stars,826592934,Zhil Axfow,Zhil Axfow#5696,79"
"1657216800000,vs. TC Белый Медведь,attack_stars,634487631,JacenCaedus,Sala#2238,76"
"1657216800000,vs. TC Белый Медведь,attack_stars,349451219,Robbie Brady,Robbie Brady#7103,65"
"1657216800000,vs. TC Белый Медведь,attack_stars,283842274,JustinAlexander11,JustinAlexander11#1023,60"
"1657216800000,vs. TC Белый Медведь,attack_stars,975827772,Tornado,tornado#478,59"
"1657216800000,vs. TC Белый Медведь,attack_stars,248271439,Guntha Arbos,guntha arbos#996,55"
"1657216800000,vs. TC Белый Медведь,attack_stars,753225541,Philo Beddoe,Handleman20#4805,55"
"1657216800000,vs. TC Белый Медведь,attack_stars,473373554,Baxston Kane,Baxston Kane#5600,47"
"1657216800000,vs. TC Белый Медведь,attack_stars,589218854,Bitz Maidenhell,Bitz Maidenhell#2587,40"
"1657216800000,vs. TC Белый Медведь,attack_stars,619572297,Raion Ren,raion_ren#6463,40"
"1657216800000,vs. TC Белый Медведь,attack_stars,797491243,TacoPizza,TacoPizza#2451,40"
"1657216800000,vs. TC Белый Медведь,attack_stars,545871634,Argarax,Kazrud#2235,39"
"1657216800000,vs. TC Белый Медведь,attack_stars,596537312,Masajj Vemtits,Masajj Vemtits#4575,39"
"1657216800000,vs. TC Белый Медведь,attack_stars,144353549,Wolfman314,Wolfman314#6474,39"
"1657216800000,vs. TC Белый Медведь,attack_stars,494485598,TWill88,twill88#974,38"
"1657216800000,vs. TC Белый Медведь,attack_stars,825875376,Zlada14,zlada14#537,36"
"1657216800000,vs. TC Белый Медведь,attack_stars,245711569,Promethean,Promethean#3008,35"
"1657216800000,vs. TC Белый Медведь,attack_stars,552854579,MINI Zeratoark,Zeratoark#9535,34"
"1657216800000,vs. TC Белый Медведь,attack_stars,591283737,Maxaron Lexilon,MaxaronLexilon#3633,32"
"1657216800000,vs. TC Белый Медведь,attack_stars,242144976,MINI xipokemastrix,xIPokemastrIx#2005,30"
"1657216800000,vs. TC Белый Медведь,attack_stars,247341668,Obi Won Sebroni,Obiwon Sebroni The Fallen#6237,30"
"1657216800000,vs. TC Белый Медведь,attack_stars,124849497,M1TTH,!M1TTH#8698,20"
"1657216800000,vs. TC Белый Медведь,disobey,484789943,Jed1Mast3rDallas,jedimasterdallas#3331,22"
"1657216800000,vs. TC Белый Медведь,disobey,268951863,Loadage,Loadage#1450,16"
"1657216800000,vs. TC Белый Медведь,disobey,994659641,OttoVonGens,OttoVonGens#2822,14"
"1657216800000,vs. TC Белый Медведь,disobey,617569541,MINI Zan Lucian,Zan Lucian#8522,13"
