name,allyCode,shipGP,characterGP,territoryPointsContributed,platoonMissionUnitsAssigned,combatMissionWavesCompleted,rogueActions,currentRoundTerritoryPoints,currentRoundGpDeployed,currentRoundCombatMissions,currentRoundSpecialMissions,deployedShips,deployedCharacters,playerPlatoonedShipGp,playerPlatoonedCombatGp,missionsCharacters,missionsShips,minEstimatedCombatDeploymentRemaining,minEstimatedShipDeploymentRemaining,unknownDeploymentPowerRemaining,Ch 1,Ch 2,Ch 3,Ch 4,Fl 1
Doomslug the Destroyer,549766237,1725387,2309468,19960409,10,12,0,2797459,2021959,2,1,TRUE,FALSE,0,24055,FALSE,FALSE,2012896,0,0,,,,2,
Larping Soccer Moms,962753997,1471558,1905189,23761181,11,29,1,4529932,2305832,4,1,FALSE,TRUE,0,35916,FALSE,FALSE,0,1070915,0,1,,4,,
Zhil Axfow,826592934,2751350,3456292,19285418,11,10,0,142155,142155,0,1,FALSE,FALSE,0,32535,FALSE,FALSE,3314137,2609195,142155,,,,,
Elros Halfelven,592184954,2600194,3590257,47277540,12,59,0,12926419,6191969,5,1,TRUE,TRUE,0,160176,TRUE,TRUE,0,0,0,3,4,2,4,1
Plucky Haydon,924737972,2476433,3488765,38091441,15,39,0,12400644,5976944,5,1,TRUE,TRUE,0,32058,TRUE,TRUE,0,0,0,2,4,2,4,1
Philo Beddoe,753225541,2520911,3222066,31394788,5,21,1,7693696,5763746,4,1,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,3,,2,,
Loadage,268951863,2433938,3119372,40288463,18,46,1,10570089,5602989,4,1,TRUE,TRUE,0,41816,FALSE,TRUE,0,0,0,4,,4,,1
BabyYodaHitta,629856937,1161123,1686711,10977172,17,7,0,1693704,1693704,1,1,FALSE,TRUE,0,0,FALSE,FALSE,0,1154130,0,,,,,
s o l o,334171458,3160168,4523157,56044950,35,67,0,15706477,7734877,5,1,TRUE,TRUE,0,59506,TRUE,TRUE,0,0,0,4,4,4,4,1
MINI xipokemastrix,242144976,1689438,2425718,22048508,35,16,0,6995023,4180273,2,1,TRUE,TRUE,0,134053,FALSE,TRUE,0,0,0,3,,,,1
TacoPizza,797491243,2040739,3062690,28555314,6,28,0,6488263,5111263,2,1,TRUE,TRUE,0,23473,FALSE,FALSE,0,0,0,4,,,,
GANIC,357417789,1868163,2855966,31833006,10,37,0,7132385,4740635,3,1,TRUE,TRUE,0,43548,FALSE,FALSE,0,0,0,3,4,,,
Ben8cv,331225772,2637321,3501961,26169178,12,29,0,5778845,3296845,5,1,TRUE,FALSE,0,0,TRUE,TRUE,2842437,0,0,4,0,0,3,0
Heywood Jablowme,677183999,2776890,4083197,45391216,33,46,0,11207382,6864682,3,1,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,,,2,4,1
Obi Won Sebroni,247341668,1329600,2126424,15888507,27,5,1,3526278,3526278,2,1,TRUE,TRUE,0,51752,FALSE,FALSE,0,0,0,,,,,
Masajj Vemtits,596537312,2460302,3397770,25163429,4,20,0,3547558,2772058,2,1,TRUE,FALSE,0,0,FALSE,FALSE,3086014,0,0,,,,2,
AKB,461667365,2381904,3415767,39112885,3,40,0,11300793,5820093,5,1,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,1,2,2,4,1
Zlada14,825875376,2564534,3456085,25859647,30,27,0,8029474,3039274,5,0,TRUE,FALSE,0,0,TRUE,TRUE,2981345,0,0,1,4,2,1,1
Agave,148199846,2471315,3312695,38336782,27,46,0,8800336,5795836,5,1,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,0,0,4,0
ONE,873729113,2533060,3648446,19786595,3,2,0,276216,276216,1,1,FALSE,FALSE,0,0,FALSE,FALSE,3372230,2256844,276216,,,,,
LGuy 21,261187434,2570717,3635739,38788898,22,40,0,11218461,6251361,4,1,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,4,,4,,1
Theflavorgreen,416984533,1975484,3140922,21572901,9,8,0,3579665,3145665,1,1,FALSE,TRUE,0,10788,FALSE,FALSE,0,1970741,0,1,,,,
OttoVonGens,994659641,2796514,4129373,42873878,15,53,0,9129224,3477624,5,1,TRUE,FALSE,0,0,TRUE,TRUE,3448263,0,0,1,0,4,4,1
Argarax,545871634,1842682,2934221,33410935,13,39,0,6889720,3462220,3,1,FALSE,TRUE,0,21060,FALSE,TRUE,0,1314683,0,,,,4,1
MINI Stewabob,552522334,1337513,1977188,25297263,11,32,0,6063667,3367492,4,1,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,4,,3,,
Baxston Kane,473373554,2704374,3800954,38702842,2,42,0,7901135,4300035,4,1,FALSE,TRUE,0,0,FALSE,FALSE,0,2205293,0,1,4,4,,
Neeb,648797678,2342430,3395654,25846457,12,7,0,6660418,5745218,4,1,TRUE,TRUE,0,45702,FALSE,FALSE,0,0,0,,,2,,
PadawanTano,584733846,1150025,1613737,18864680,14,20,0,5884596,2765421,3,1,TRUE,TRUE,0,86101,FALSE,TRUE,0,0,0,,,3,,1
Promethean,245711569,2250505,3125945,36045775,8,37,0,10846850,5377650,4,1,TRUE,TRUE,0,11752,FALSE,TRUE,0,0,0,4,4,2,,1
EvilCoyote2011,997394645,2333222,3556536,17872116,17,12,5,0,0,0,0,FALSE,FALSE,0,142082,FALSE,FALSE,3556536,2333222,0,,,,,
Exeel,184344456,2651596,3582050,29381548,21,32,0,6449723,2859623,2,1,TRUE,FALSE,0,147684,FALSE,TRUE,3374023,0,0,,,4,,1
Guntha Arbos,248271439,2538084,3655919,27584506,5,14,1,7472980,6204780,3,1,TRUE,TRUE,0,53084,FALSE,FALSE,0,0,0,2,,1,,
Flywire,515621617,2249651,3209240,34116998,5,31,1,8879522,5452022,2,1,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,,,,4,1
Kypomm,631928359,2680873,3689556,29728263,10,11,0,6387285,6387285,2,1,TRUE,TRUE,0,127550,FALSE,FALSE,0,0,0,,,,,
Dark Penguin,894569678,1818477,2394696,22722656,9,16,0,4228416,4228416,2,1,TRUE,TRUE,0,23215,FALSE,FALSE,0,0,0,,,,,
Gryphix,997239157,2727164,3887521,45010214,0,48,0,14122531,6621856,5,1,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,4,4,3,4,1
JJ Bolte,274817496,2398666,3185962,19924758,8,25,0,2532851,240651,2,0,FALSE,FALSE,0,20887,FALSE,FALSE,2945311,2158015,240651,4,,2,,
Higgs,265535499,2249778,3148479,26064589,1,14,0,6110167,5406167,3,1,TRUE,TRUE,0,29758,FALSE,FALSE,0,0,0,2,,,,
MINICalens,499477827,2379426,3603936,37587235,2,40,1,7584391,5965191,5,1,FALSE,TRUE,0,0,TRUE,TRUE,0,18171,0,2,0,2,0,0
M1TTH,124849497,1977120,2522357,21298798,0,11,0,6295074,4495074,2,1,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,,,,,1
Wolfman314,144353549,2640419,3556616,35107264,3,31,0,9624623,6197123,2,1,TRUE,TRUE,0,8659,FALSE,TRUE,0,0,0,,,,4,1
The Wall,947443938,1955800,3009558,25772133,0,35,0,6061212,3026262,3,1,FALSE,TRUE,0,0,FALSE,FALSE,0,1939096,0,3,,2,3,
ilekkund,214848174,2964238,4170099,50422906,4,58,1,13695116,7137441,5,1,TRUE,TRUE,0,0,TRUE,TRUE,0,0,0,1,4,3,4,1
ilekkund2,148163689,2079400,2598876,35540078,9,42,2,10090358,4689258,4,1,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,1,4,4,,1
joker,976597667,1975254,2991053,22860932,1,8,0,7488648,4984648,3,1,TRUE,TRUE,0,0,FALSE,TRUE,0,0,0,2,,,,1
wamakima5004,556569861,2548963,3498861,30843878,3,37,1,5064730,2830730,2,1,TRUE,FALSE,0,40937,FALSE,TRUE,3217094,0,0,1,,,,1
SloppySaberFlavor,671337993,2350393,3400231,23508273,2,27,1,0,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE,3400231,2350393,0,,,,,
Chaunce,492994246,2750942,3641832,41700646,10,52,0,8012428,3657753,4,1,FALSE,TRUE,0,161289,TRUE,FALSE,0,2735021,0,2,2,3,4,
ShootMeow,118543169,2628758,3630363,29187927,0,21,0,4886504,3096404,4,1,TRUE,FALSE,0,0,FALSE,FALSE,3162717,0,0,,,4,,
Maxaron Lexilon,591283737,2789280,3609613,33396719,0,29,0,8222081,6408881,4,1,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,1,,2,1,
